,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Factors,,,,,Factors,,,,,,Performance,,,"Skew of last 1M All deals on T, T-1, T-3",,,,"Skew of last 1M Sector deals deals on T, T-1, T-3",,,,,,Average Returns from T-2w to last 3 days,,
NEM US 20091,NEM,1/28/2009,1/29/2009,Newmont Mining Corp,M/O,NEM-US,NEM US,37.00," 34,500,000 ",Materials," 17,557 "," 443,062,000 ", 100 , -   ,,Y,N,N,-11.29%,Y,N,"1,276,500,000 ",U,2.12%,,N,17.3%,21.2%,N,N,,-5%,N,"JPMorgan;
UBS",-2%,Y,17.0%,42.4,N,,3.4x,8.0x,16.3x,3%,2.8x,2.0x,(4.6%),0.8x,0.5x,0.9x,0.8x,10.7x,0.8x,N,N,Y ,2.4x,,Y,N,0.4x,0.3x,0.2x,0.4x,,Buy,0.82 x,0.83 x,0.93 x,0.81 x,0.96 x,3.7,3.8,3.9,4.0,41.4,42.5,56.4,58.2,59.3,-ve,-ve,-ve,-ve,Y,Large,0.47317025, 22.5 , 1.3 ,58.829464,0.98,N,N,Y,N,2.4%,Y,74.552155,78.02515,106.0908,9233109,9126267,3.7,3.8,N,N,-8.1%,1.4%,5.9%,,Below,Below,-7.4%,-4.5%,-5.1%,38.1%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Below,Above,Above,,,-13.1%,-11.0%,,40%,60%,60%,,0%,100%,100%,,,,1.30%,3.46%,7.02%
SGEN US 20091,SGEN,1/28/2009,1/29/2009,Seattle Genetics Inc,M/O,SGEN-US,SGEN US,9.72," 5,740,000 ",Health Care, 804 ," 79,776,000 ", 100 , -   ,,Y,N,N,-7.07%,N,N,"55,792,800 ",D,3.11%,,N,16.9%,,N,N,22.2%,-4%,N,"JPMorgan;
UBS",-23%,Y,6.4%,9,Y,,8.9x,,,,10.2x,10.4x,,3.7x,,4.9x,,-77.6x,0.8x,N,N,N ,,,N,N,0.5x,0.1x,0.6x,,,Buy,1.04 x,1.07 x,1.13 x,1.03 x,1.06 x,4.7,4.3,4.3,5.0,12.4,12.0,12.3,13.2,13.7,+ve,-ve,-ve,-ve,Y,Large,1.2213432, 15.7 , 0.3 ,59.41043,,N,Y,N,N,6.4%,Y,55.23023,62.66824,74.602066,387594.2,413789.78,14.8,13.9,N,N,-30.1%,16.9%,-8.7%,-14%,Above,Below,-3.6%,1.0%,19.6%,4.8%,Y,N,Y,N,N,N,,Below,Below,Below,Below,,Below,Below,Above,Above,,,6.0%,1.8%,,40%,60%,60%,,55%,55%,55%,,,,1.30%,3.46%,7.02%
WLL US 20091,WLL,1/29/2009,1/30/2009,Whiting Petroleum Corp,M/O,WLL-US,WLL US,29.00," 8,450,000 ",Energy," 1,241 "," 21,291,500 ", 100 , -   ,,Y,N,N,-19.49%,Y,N,"245,050,000 ",D,13.15%,,N,21.3%,36.1%,N,N,79.1%,-30%,N,"Bank of America Merrill Lynch;
JPMorgan",-13%,Y,2.8%,40.5,Y,,2.5x,4.9x,109.8x,,1.3x,0.7x,,0.4x,0.4x,0.3x,0.4x,14.5x,1.9x,N,N,Y ,3.8x,,Y,N,0.4x,0.2x,0.0x,0.3x,,Buy,0.92 x,0.84 x,0.86 x,0.43 x,0.65 x,4.1,4.6,4.1,3.9,119.3,186.2,224.0,150.9,123.6,-ve,-ve,+ve,+ve,Y,Large,1.9100038, 9.2 , (2.3),34.70267,0.55,N,N,Y,Y,5.7%,Y,132.9072,129.97003,156.51042,857801,732690.3,9.9,11.5,N,N,16.7%,31.7%,42.1%,-40%,Below,Below,-7.3%,-5.2%,-9.1%,-44.0%,Y,N,Y,N,N,Y,,Below,Below,Below,Below,,Below,Below,Above,Above,,,-19.1%,-4.5%,,67%,40%,60%,,0%,0%,0%,,,,2.91%,1.30%,3.46%
HCN US 20091,HCN,1/29/2009,1/30/2009,Health Care REIT Inc,M/O,WELL-US,WELL US,36.85," 5,816,870 ",Financials," 3,874 "," 103,454,000 ", 100 , -   ,,Y,N,N,-0.41%,N,N,"214,351,660 ",D,1.69%,,N,,,N,N,,-22%,N,"Deutsche Bank;
Bank of America Merrill Lynch;
UBS",-4%,Y,6.2%,48,Y,,11.2x,11.7x,17.9x,,6.4x,1.2x,,1.3x,,0.6x,0.8x,5.6x,6.1x,N,Y,Y ,2.6x,,N,Y,0.4x,0.1x,,0.5x,,Buy,0.56 x,0.56 x,0.57 x,0.47 x,0.51 x,3.9,3.4,4.0,4.0,43.3,49.5,48.2,45.6,44.9,-ve,+ve,+ve,+ve,Y,Large,0.957402, 12.8 , 0.0 ,48.119057,0.17,N,N,Y,N,9.0%,Y,80.66846,94.10907,91.14619,2931839,2923441.3,2.0,2.0,N,N,16.9%,4.6%,-3.1%,,Below,Below,-11.2%,-0.2%,-8.9%,-15.5%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Below,Above,Above,,,-4.0%,-4.8%,,67%,40%,60%,,100%,50%,50%,,,,2.91%,1.30%,3.46%
FGP US 20092,FGP,2/3/2009,2/4/2009,Ferrellgas Partners LP,M/O,FGP-US,FGP US,14.85," 4,985,600 ",Energy, 929 ," 63,193,000 ", 100 , -   ,,Y,N,N,-4.62%,N,N,"74,036,160 ",D,1.26%,,N,10.7%,19.6%,N,N,177.0%,-4%,N,"Barclays;
Citi",-4%,Y,7.6%,20,N,,0.8x,7.9x,15.4x,,0.4x,14.4x,,7.3x,0.6x,6.8x,0.7x,28.5x,4.6x,N,Y,Y ,0.5x,,N,N,0.9x,1.7x,0.0x,0.4x,,Hold,0.39 x,0.39 x,0.40 x,0.33 x,0.38 x,2.3,1.5,3.0,2.0,18.0,18.7,23.0,23.0,24.0,-ve,-ve,+ve,-ve,Y,Large,0.54148287, 17.4 , 0.0 ,34.95935,0.87,N,N,Y,N,0.6%,Y,36.547966,54.113617,69.15311,203719.88,152352.67,24.5,32.7,N,N,35.0%,15.1%,6.1%,191%,Below,Below,-5.6%,-0.7%,-4.9%,-5.2%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-3.7%,-3.7%,,45%,64%,64%,,0%,50%,50%,,,,1.07%,-2.45%,-0.21%
SNH US 20092,SNH,2/4/2009,2/5/2009,Senior Housing Properties Trust,M/O,SNH-US,SNH US,17.30," 5,853,800 ",Financials," 1,898 "," 114,531,000 ", 100 , -   ,,Y,N,N,-1.93%,Y,N,"101,270,740 ",U,3.42%,,N,14.7%,15.7%,N,N,,-15%,N,"UBS;
Bank of America Merrill Lynch;
Morgan Stanley",-4%,N,-6.0%,21.09,Y,,9.0x,8.8x,13.9x,2%,7.0x,0.8x,(42.9%),0.8x,,0.4x,0.6x,6.4x,2.7x,N,Y,Y ,2.8x,,N,N,0.4x,0.1x,,0.7x,,Buy,0.46 x,0.48 x,0.52 x,0.40 x,0.46 x,3.8,4.0,3.6,3.7,18.5,22.1,23.3,23.9,23.3,-ve,-ve,-ve,+ve,Y,Large,1.1255883, 10.5 , 0.3 ,57.559875,0.08,N,N,Y,N,6.1%,Y,102.95108,126.22478,143.88332,2538430,2758408.5,2.3,2.1,N,N,0.0%,1.7%,1.0%,,Below,Below,-6.1%,-9.2%,7.2%,11.0%,Y,N,Y,Y,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,2.4%,-3.9%,,64%,45%,64%,,67%,67%,67%,,,,1.85%,1.07%,-2.45%
HL US 20092,HL,2/4/2009,2/5/2009,Hecla Mining Co,M/O,HL-US,HL US,2.05," 36,800,000 ",Materials, 391 ," 169,503,000 ", 100 , -   ,,Y,N,N,-5.53%,N,N,"75,440,000 ",N,1.23%,,N,26.6%,30.3%,N,N,3.1%,-59%,N,"Bank of America Merrill Lynch;
Scotiabank",-27%,N,-21.0%,5,Y,,2.6x,9.4x,,,2.0x,0.5x,2.2% ,0.2x,,0.2x,,-1.2x,4.8x,N,N,Y ,1.1x,,Y,N,0.2x,0.2x,0.1x,-0.7x,,Hold,0.84 x,0.87 x,0.92 x,0.37 x,0.75 x,3.0,4.3,5.0,3.0,2.8,5.1,12.0,13.5,11.4,-ve,-ve,-ve,+ve,Y,Small,1.195981, 12.6 , 0.0 ,51.592358,0.92,Y,N,N,Y,13.9%,Y,96.04571,125.95406,183.60236,4640224,5364861.5,7.9,6.9,N,N,28.6%,0.0%,7.1%,31%,Below,Below,-10.7%,-15.6%,-21.4%,5.9%,N,Y,Y,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-18.1%,-13.5%,,64%,45%,64%,,33%,33%,67%,,,,1.85%,1.07%,-2.45%
PAAS US 20092,PAAS,2/5/2009,2/6/2009,Pan American Silver Corp,M/O,PAAS-US,PAAS US,16.25," 6,371,000 ",Materials," 1,341 "," 80,786,000 ", 100 , -   ,,Y,N,N,-9.97%,Y,N,"103,528,750 ",N,13.98%,,N,21.4%,27.5%,N,N,,-30%,N,"JPMorgan;
BMO Capital Markets",-7%,N,-9.1%,23.88,N,,3.6x,9.7x,20.8x,12%,3.6x,1.8x,(4.0%),0.7x,1.1x,0.8x,2.0x,6.6x,,N,N,Y ,1.9x,,Y,N,0.3x,0.2x,0.1x,0.3x,,Buy,0.81 x,0.85 x,0.93 x,0.62 x,0.93 x,3.5,4.3,3.7,4.6,20.6,37.4,43.5,41.9,38.2,-ve,-ve,+ve,+ve,Y,Large,0.7378499, 25.0 , 0.5 ,60.718872,1.03,N,N,Y,N,2.5%,Y,92.85989,97.83971,121.48621,1878471.3,1599023.8,3.4,4.0,N,N,-42.5%,0.0%,6.0%,,Below,Below,-8.0%,-9.9%,-6.7%,32.4%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-4.2%,-6.2%,,67%,64%,64%,,67%,33%,67%,,,,0.15%,2.00%,0.81%
PDS US 20092,PDS,2/9/2009,2/10/2009,Precision Drilling Trust,M/O,PDS-US,PDS US,3.75," 46,000,000 ",Energy, 609 ," 170,051,650 ", 100 , -   ,,Y,N,N,-6.25%,N,N,"172,500,000 ",N,4.62%,,N,19.7%,35.1%,N,N,12.8%,,Y,,,,,,,,0.5x,1.7x,4.6x,10%,0.4x,0.4x,35.9% ,0.2x,0.2x,0.2x,0.2x,17.4x,1.9x,N,Y,Y ,1.7x,1.9x,Y,N,0.4x,0.3x,0.1x,0.3x,,Buy,0.77 x,0.65 x,0.53 x,0.21 x,0.38 x,3.8,5.0,4.8,4.3,7.6,21.6,29.2,25.3,18.4,-ve,-ve,+ve,+ve,Y,Large,1.8007431, 36.6 , (0.7),19.540237,3.43,Y,N,N,N,1.3%,Y,75.131874,86.284035,103.94556,2295997,2208140,20.0,20.8,N,Y,12.0%,6.6%,-5.8%,115%,Below,Below,-4.5%,-11.0%,-47.6%,-58.1%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-4.5%,-4.5%,,67%,57%,50%,,50%,33%,33%,,,,1.88%,-0.48%,0.15%
DLR US 20092,DLR,2/10/2009,2/11/2009,Digital Realty Trust Inc,M/O,DLR-US,DLR US,34.00," 2,500,000 ",Financials," 2,410 "," 73,332,000 ", 100 , -   ,,Y,N,N,-3.93%,N,N,"85,000,000 ",D,1.09%,,N,13.6%,21.5%,N,N,225.3%,-16%,N,"Citi;
Bank of America Merrill Lynch;
Credit Suisse",-1%,Y,19.1%,38.42,Y,,5.9x,10.7x,49.8x,,3.3x,,,,,,3.2x,9.1x,4.0x,N,Y,Y ,1.6x,,N,Y,0.6x,0.2x,,,,Buy,0.63 x,0.66 x,0.69 x,0.56 x,0.64 x,4.7,4.6,4.4,5.0,38.0,41.2,48.9,44.8,45.0,-ve,-ve,+ve,-ve,Y,Large,0.99616253, 8.4 , 0.6 ,54.270138,1.32,N,N,Y,Y,21.2%,Y,83.81102,83.41976,108.320015,1830823.3,1877304.8,1.4,1.3,N,N,0.0%,7.5%,-10.2%,-6%,Below,Below,-7.1%,-2.7%,5.0%,12.8%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-6.3%,-6.3%,,58%,67%,60%,,67%,67%,50%,,,,-0.73%,1.88%,-0.48%
LINC US 20092,LINC,2/11/2009,2/12/2009,Lincoln Educational Services Corp,M/O,LINC-US,LINC US,14.00," 6,325,000 ",Consumer Discretionary, 380 ," 25,477,000 ", 18 , 82 ,,N,N,Y,-17.60%,N,Y,"88,550,000 ",D,26.79%,,Y,11.3%,30.8%,N,N,-27.7%,,Y,,,,,,,,0.8x,5.2x,13.7x,3%,0.8x,1.8x,4.7% ,0.7x,0.7x,0.9x,0.7x,11.1x,0.0x,N,N,Y ,1.3x,2.3x,Y,N,0.4x,1.1x,0.0x,0.5x,,Buy,0.73 x,0.77 x,0.84 x,0.87 x,0.85 x,4.1,3.8,3.6,4.0,17.1,17.1,17.0,14.8,16.6,+ve,+ve,+ve,-ve,Y,Small,0.94020396, 25.0 , 0.5 ,51.708767,,N,N,Y,N,1.2%,N,68.70768,71.08954,64.17304,120113.45,68025.84,52.7,93.0,N,N,10.3%,4.5%,-5.0%,-4%,Below,Below,-6.8%,-8.9%,19.7%,5.3%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-10.8%,-9.7%,,54%,58%,57%,,55%,55%,55%,,,,-3.52%,-0.95%,1.83%
VRTX US 20092,VRTX,2/18/2009,2/19/2009,Vertex Pharmaceuticals Inc,M/O,VRTX-US,VRTX US,32.00," 10,000,000 ",Health Care," 4,925 "," 152,190,000 ", 100 , -   ,,Y,N,N,-1.72%,Y,N,"320,000,000 ",U,4.01%,,N,21.3%,31.0%,N,N,,17%,N,Goldman Sachs,-4%,Y,0.7%,25.5,Y,,24.0x,,,-13%,27.5x,22.9x,,8.1x,,10.0x,,-199.2x,0.3x,N,N,N ,,2.5x,N,N,0.4x,0.1x,0.5x,1.3x,,Buy,0.98 x,1.00 x,1.07 x,1.12 x,1.16 x,4.4,4.5,4.3,3.8,39.4,38.8,44.1,36.5,35.4,+ve,-ve,+ve,+ve,Y,Large,1.0887827, 14.6 , 0.7 ,50.095787,1.34,N,N,Y,Y,11.7%,Y,47.81264,49.856495,69.70015,1920651.6,1796314,5.2,5.6,N,N,-3.7%,-22.9%,-10.0%,,Above,Below,-1.6%,2.1%,5.9%,46.9%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-2.2%,-2.2%,,40%,53%,53%,,100%,100%,100%,,,,-6.35%,0.00%,-2.17%
SSRI US 20092,SSRI,2/24/2009,2/25/2009,Silver Standard Resources Inc,M/O,SSRM-US,SSRM US,17.00," 5,825,713 ",Materials, 990 ," 62,765,000 ", 100 , -   ,,Y,N,N,-9.67%,N,N,"99,037,121 ",D,11.72%,,N,,,N,N,,-34%,N,"JPMorgan;
Deutsche Bank",6%,N,-22.0%,23,N,,4.8x,8.5x,15.4x,7%,4.9x,2.3x,(11.2%),0.9x,1.7x,1.1x,3.1x,0.5x,1.1x,N,N,N ,2.2x,2.1x,N,N,0.3x,0.1x,0.0x,0.5x,,Buy,0.82 x,0.81 x,0.91 x,0.80 x,1.18 x,4.6,3.7,3.7,4.0,22.4,26.4,43.1,48.1,47.5,-ve,-ve,-ve,+ve,Y,Large,0.8255582, 30.2 , 0.2 ,21.361816,0.40,N,N,Y,N,6.0%,Y,74.089714,87.56598,97.16347,1361535.5,1192259.5,4.3,4.9,N,N,0.0%,0.0%,-14.5%,,Below,Below,-16.2%,-20.7%,-22.2%,54.9%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Above,Below,Below,,,-16.8%,-16.8%,,21%,36%,44%,,25%,50%,60%,,,,-2.83%,3.31%,-3.09%
ACM US 20093,ACM,3/3/2009,3/4/2009,AECOM Technology Corp,M/O,ACM-US,ACM US,20.20," 4,600,000 ",Industrials," 2,114 "," 104,905,000 ", 100 , -   ,,Y,N,N,-10.62%,Y,N,"92,920,000 ",U,3.88%,,N,21.4%,32.2%,N,N,-3.8%,,Y,,,,,,,,0.3x,5.3x,9.3x,,0.3x,1.4x,5.1% ,0.5x,0.6x,0.6x,0.5x,10.5x,0.7x,N,N,Y ,0.3x,0.2x,Y,N,0.5x,1.7x,0.2x,0.8x,,Buy,0.90 x,0.84 x,0.77 x,0.77 x,0.85 x,4.1,4.0,4.0,4.5,30.5,25.1,34.6,33.3,31.5,+ve,-ve,+ve,+ve,Y,Large,1.2897794, 14.3 , (1.1),23.396227,1.55,N,N,Y,N,2.9%,Y,77.36935,77.99157,82.9474,1969959.9,1650040.6,2.3,2.8,N,N,1.4%,-7.6%,-2.3%,-4%,Below,Below,-10.2%,-10.3%,-19.8%,-22.5%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-17.2%,-17.2%,,0%,11%,14%,,55%,55%,55%,,,,-8.84%,-5.40%,-0.35%
POR US 20093,POR,3/5/2009,3/6/2009,Portland General Electric Co,M/O,POR-US,POR US,14.10," 12,477,500 ",Utilities, 899 ," 62,647,000 ", 100 , -   ,,Y,N,N,-7.24%,Y,N,"175,932,750 ",D,6.65%,,N,8.3%,10.0%,N,N,-44.0%,-42%,N,"Deutsche Bank;
Barclays",-12%,Y,7.6%,26,Y,,1.2x,4.0x,6.1x,-24%,0.5x,0.6x,,0.4x,0.5x,0.3x,0.3x,6.4x,3.5x,N,Y,Y ,1.1x,,Y,N,0.7x,0.4x,0.0x,0.4x,,Buy,0.61 x,0.57 x,0.54 x,0.46 x,0.53 x,3.9,5.0,3.8,3.6,20.1,22.7,25.8,27.0,27.2,-ve,-ve,-ve,-ve,Y,Large,0.6197, 30.1 , (0.6),19.444445,9.23,N,N,Y,N,4.5%,Y,41.208954,35.19284,36.98394,775085.3,618297.8,16.1,20.2,N,N,-18.3%,-3.9%,3.5%,-15%,Below,Below,-5.5%,-15.2%,-24.2%,-22.4%,N,Y,Y,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-8.1%,-4.1%,,20%,11%,11%,,55%,55%,55%,,,,4.47%,-6.77%,-8.02%
NU US 20093,NU,3/16/2009,3/17/2009,Northeast Utilities,M/O,ES-US,ES US,20.20," 18,975,000 ",Utilities," 3,160 "," 156,044,000 ", 100 , -   ,,Y,N,N,1.51%,Y,N,"383,295,000 ",U,3.74%,,N,,,N,N,,18%,N,"Barclays;
JPMorgan",1%,Y,3.3%,19.09,N,,1.4x,6.5x,9.1x,-16%,0.5x,1.0x,(17.8%),0.7x,0.7x,0.5x,0.4x,9.5x,4.1x,N,Y,Y ,0.9x,,Y,N,0.7x,0.4x,0.0x,0.4x,,Buy,0.72 x,0.68 x,0.63 x,0.60 x,0.63 x,4.1,4.3,4.3,4.4,25.7,26.5,29.8,31.4,31.1,-ve,-ve,-ve,+ve,Y,Large,0.5508232, 33.4 , (0.6),32.903225,0.69,N,N,Y,N,3.1%,Y,38.396545,33.949894,31.636335,3126177,2038097.4,6.1,9.3,N,N,18.3%,-1.6%,-6.9%,,Below,Below,1.9%,4.3%,-14.7%,-11.5%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Above,Below,Above,,,1.9%,1.9%,,50%,50%,50%,,100%,100%,100%,,,,1.60%,3.22%,-1.13%
WYNN US 20093,WYNN,3/16/2009,3/17/2009,Wynn Resorts Ltd,M/O,WYNN-US,WYNN US,19.00," 11,040,000 ",Consumer Discretionary," 2,201 "," 112,014,000 ", 100 , -   ,,Y,N,N,-3.31%,Y,N,"209,760,000 ",U,15.46%,,N,20.8%,23.5%,N,N,69.1%,-56%,N,"Deutsche Bank;
Bank of America Merrill Lynch",-3%,N,-3.3%,43.5,Y,,1.7x,7.6x,35.5x,5%,0.7x,1.3x,(30.6%),0.5x,4.6x,0.6x,4.6x,17.6x,5.2x,N,N,Y ,1.9x,,N,N,0.6x,0.4x,0.2x,0.0x,,Hold,0.69 x,0.62 x,0.43 x,0.20 x,0.35 x,3.1,3.5,4.4,4.0,35.2,63.8,105.1,122.9,117.8,-ve,-ve,-ve,+ve,Y,Large,1.6116203, 37.0 , (1.8),33.790195,9.09,N,N,Y,Y,16.1%,Y,143.60176,121.44883,115.71445,3276619,2631229.8,3.4,4.2,N,N,5.9%,1.1%,-6.6%,-73%,Below,Below,-5.5%,26.4%,-24.5%,-56.8%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Above,Below,Above,,,-5.5%,-5.5%,,50%,50%,50%,,55%,55%,100%,,,,1.60%,3.22%,-1.13%
PAA US 20093,PAA,3/17/2009,3/18/2009,Plains All American Pipeline LP,M/O,PAA-US,PAA US,36.90," 5,750,000 ",Energy," 4,424 "," 245,824,000 ", 100 , -   ,,Y,N,N,-2.28%,Y,Y,"212,175,000 ",D,1.14%,,N,11.2%,17.5%,N,N,293.4%,-18%,N,"Wells Fargo Securities;
Citi;
UBS",-2%,Y,4.9%,46.31,Y,,0.3x,8.9x,10.7x,10%,0.2x,1.4x,4.7% ,0.7x,0.4x,0.6x,0.5x,10.2x,4.4x,N,Y,Y ,0.2x,0.2x,Y,N,0.7x,2.1x,0.0x,0.7x,,Buy,0.52 x,0.52 x,0.51 x,0.48 x,0.53 x,4.6,5.0,4.7,4.0,23.4,23.5,27.4,28.9,29.4,-ve,-ve,-ve,-ve,Y,Large,0.73435897, 13.8 , (0.0),43.074173,0.56,N,N,Y,N,0.4%,Y,45.77101,44.863636,46.69404,1529334.6,1284763.3,3.8,4.5,N,N,9.4%,18.9%,5.0%,-2%,Below,Below,-4.7%,-1.7%,-9.9%,3.6%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Above,Below,Above,,,-5.0%,-5.0%,,50%,50%,60%,,55%,55%,55%,,,,-1.75%,1.60%,3.22%
AA US 20093,AA,3/18/2009,3/19/2009,Alcoa Inc,M/O,AA-US,AA US,5.25," 172,500,000 ",Materials," 4,386 "," 89,086,120 ", 100 , -   ,,Y,N,N,-14.22%,Y,N,"905,625,000 ",D,4.91%,,N,19.2%,27.8%,N,N,,,Y,,,,,,,,0.9x,7.2x,14.1x,6%,0.2x,0.1x,(54.1%),0.0x,,0.0x,,7.7x,9.9x,N,Y,Y ,0.3x,0.7x,Y,N,0.6x,0.5x,0.0x,-0.4x,,Hold,0.89 x,0.85 x,0.67 x,0.26 x,0.57 x,2.8,3.5,4.3,4.2,23.5,40.3,96.8,100.9,93.7,-ve,-ve,-ve,+ve,Y,Large,1.5847998, 29.8 , (1.0),40.72072,2.26,N,Y,N,N,41.8%,Y,119.42673,98.93363,94.86817,3990779.5,3298936.8,43.2,52.3,N,N,-28.1%,0.7%,-11.7%,,Below,Below,-2.0%,-4.9%,-26.7%,-42.7%,Y,N,Y,N,N,N,,Below,Below,Below,Below,,Below,Above,Below,Above,,,-4.4%,-10.5%,,67%,50%,50%,,0%,0%,0%,,,,6.05%,0.18%,0.54%
ARE US 20093,ARE,3/19/2009,3/20/2009,Alexandria Real Estate Equities Inc,M/O,ARE-US,ARE US,38.25," 7,000,000 ",Financials," 1,191 "," 32,368,000 ", 100 , -   ,,Y,N,N,-8.43%,Y,N,"267,750,000 ",U,1.36%,,N,21.8%,24.6%,N,N,182.0%,-61%,N,"Citi;
Bank of America Merrill Lynch",-4%,Y,4.4%,96,Y,,9.5x,13.3x,12.0x,6%,2.5x,0.7x,,0.8x,,0.3x,0.6x,3.7x,8.4x,N,Y,Y ,2.0x,,N,N,0.6x,0.1x,,0.4x,,Buy,0.70 x,0.69 x,0.54 x,0.35 x,0.52 x,3.9,4.2,5.0,4.0,59.8,80.5,112.4,113.6,110.9,-ve,-ve,-ve,+ve,Y,Large,1.1765455, 19.8 , (2.0),45.39032,0.31,N,N,Y,Y,22.4%,Y,111.3173,98.17813,91.47309,1737088.3,1269598.6,4.0,5.5,N,N,41.7%,27.4%,-7.9%,-46%,Below,Below,-10.6%,-9.4%,-18.7%,-31.8%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Above,Below,Above,,,-1.6%,-7.3%,,57%,67%,50%,,55%,55%,55%,,,,1.03%,6.05%,0.18%
SPG US 20093,SPG,3/19/2009,3/20/2009,Simon Property Group Inc,M/O,SPG-US,SPG US,31.50," 17,250,000 ",Financials," 8,297 "," 232,068,000 ", 100 , -   ,,Y,N,N,-8.38%,Y,N,"543,375,000 ",D,1.13%,,N,15.7%,20.5%,N,N,290.5%,31%,N,"Goldman Sachs;
Citi",0%,N,-11.4%,35.94,N,,7.0x,10.3x,20.3x,7%,2.2x,5.3x,,5.6x,,2.5x,0.9x,3.6x,6.7x,N,Y,Y ,1.9x,,N,Y,0.8x,0.1x,,0.2x,,Buy,0.75 x,0.75 x,0.63 x,0.37 x,0.54 x,4.5,4.8,4.7,5.0,54.2,73.2,103.3,106.5,102.2,-ve,-ve,-ve,+ve,Y,Large,1.2086145, 26.4 , (0.9),52.31047,1.46,N,N,Y,Y,11.9%,Y,114.40073,105.94927,97.124176,11853574,8523140,1.5,2.0,N,N,-15.8%,0.4%,-1.4%,299%,Below,Below,-2.8%,-3.6%,-2.2%,-35.5%,Y,N,Y,N,Y,N,,Below,Below,Below,Below,,Below,Above,Below,Above,,,9.1%,1.6%,,57%,67%,50%,,55%,55%,55%,,,,1.03%,6.05%,0.18%
ALV US 20093,ALV,3/24/2009,3/25/2009,Autoliv Inc,M/O,ALV-US,ALV US,16.00," 14,687,500 ",Consumer Discretionary," 1,125 "," 70,375,000 ", 100 , -   ,,Y,N,N,-10.91%,Y,N,"235,000,000 ",D,0.80%,,N,16.0%,23.5%,N,N,,,Y,,,,,,,,0.5x,4.3x,10.3x,18%,0.2x,0.6x,27.9% ,0.2x,,0.3x,,9.7x,3.4x,N,Y,Y ,0.7x,0.6x,Y,N,0.5x,0.9x,0.1x,-0.2x,,Hold,0.80 x,0.86 x,0.75 x,0.45 x,0.69 x,3.4,3.2,3.2,3.7,14.8,19.2,32.9,43.0,40.9,-ve,-ve,-ve,+ve,Y,Large,1.4358175, 23.3 , (0.0),58.967846,2.00,N,N,Y,N,3.9%,Y,93.87368,80.80556,74.5409,1243095,1130103.5,11.8,13.0,N,N,-27.6%,-8.3%,-4.6%,,Below,Below,-12.2%,-0.7%,-1.9%,-19.9%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-4.6%,-4.6%,,78%,67%,60%,,100%,100%,100%,,,,10.63%,-1.61%,5.48%
NRGY US 20093,NRGY,3/24/2009,3/25/2009,Inergy LP,M/O,CEQP-US,CEQP US,22.30," 4,418,000 ",Utilities," 1,117 "," 5,126,400 ", 100 , -   ,,Y,N,N,-4.33%,N,N,"98,521,400 ",D,2.89%,,N,,,N,N,233.7%,-18%,N,UBS,-2%,Y,2.9%,31.05,N,,1.2x,7.2x,12.0x,,0.6x,1.9x,,1.2x,0.9x,0.9x,0.5x,6.5x,4.5x,N,Y,Y ,0.7x,1.4x,N,N,0.6x,0.9x,0.0x,0.5x,,Buy,0.37 x,0.39 x,0.38 x,0.39 x,0.43 x,5.0,4.7,5.0,5.0,171.3,161.9,192.8,207.2,213.9,+ve,-ve,-ve,-ve,Y,Large,0.7779964, 19.1 , 0.5 ,50.636497,0.27,N,N,Y,N,0.6%,Y,55.17566,51.43486,52.180347,27774.53,23766.56,159.1,185.9,N,N,48.5%,-9.0%,6.3%,-12%,Below,Below,-6.3%,-4.8%,-1.3%,40.8%,N,N,N,N,N,N,,Below,Below,Below,Below,,Below,Below,Below,Below,,,-5.0%,-5.0%,,78%,67%,60%,,100%,100%,100%,,,,10.63%,-1.61%,5.48%
